season_year,year,week,farm,stage,field,shift,batch,crop,variety,row_number,plant_number,plant_number_row,inspection_date,inspection_id,season,closed_flower_count,open_flower_count,set_fruit_count,green_fruit_count,sample_datetime,total_flower_count,state_total_flower_count,state_set_fruit_count,state_green_fruit_count,thr_total_flower_count,thr_set_fruit_count,thr_green_fruit_count
2025,2025,34,C5,E01,C05,T03A,5011,ARÁNDANO,VENTURA,153,124,32,2025-08-20,6c31910d-ea53-4dfc-b084-d24ae104d573,2025-1,682,521,227,175,2025-08-20 19:43:12,1203,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C05,T04A,5006,ARÁNDANO,VENTURA,153,172,32,2025-08-19,91a6f57a-1950-4b08-b4b4-e361564fbd41,2025-1,467,406,145,34,2025-08-19 20:03:26,873,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C05,T04A,5007,ARÁNDANO,VENTURA,133,166,92,2025-08-19,4f5e96d7-dc24-4030-99a5-95e7dbbfb969,2025-1,384,349,92,100,2025-08-19 19:30:12,733,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C05,T04A,5007,ARÁNDANO,VENTURA,153,175,77,2025-08-19,4f5e96d7-dc24-4030-99a5-95e7dbbfb969,2025-1,677,556,202,241,2025-08-19 20:35:18,1233,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C05,T04A,5008,ARÁNDANO,VENTURA,133,163,17,2025-08-19,06a45f88-2092-4af5-8568-37cb041b7487,2025-1,497,428,99,23,2025-08-19 17:54:28,925,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T01A,7001,ARÁNDANO,EMERALD,51,25,60,2025-08-18,d65bceff-f127-4dfe-8441-314a251f0e82,2025-1,34,30,568,796,2025-08-18 19:35:16,64,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T01A,7002,ARÁNDANO,EMERALD,51,28,45,2025-08-18,4539ffa4-e078-4c56-a4e0-fb52de544a36,2025-1,65,51,579,543,2025-08-18 20:05:03,116,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T03A,7009,ARÁNDANO,EMERALD,137,145,90,2025-08-20,460a2ca6-ef59-4e07-bbbb-b3abdf84cb10,2025-1,33,19,506,354,2025-08-20 12:43:10,52,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T03A,7009,ARÁNDANO,EMERALD,154,166,75,2025-08-20,460a2ca6-ef59-4e07-bbbb-b3abdf84cb10,2025-1,242,72,469,229,2025-08-20 20:33:04,314,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T03A,7012,ARÁNDANO,EMERALD,154,157,30,2025-08-20,cf4f2aff-7248-45d6-b0fe-4149475fa521,2025-1,74,35,443,220,2025-08-20 18:02:04,109,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E01,C07,T04A,7016,ARÁNDANO,EMERALD,154,229,30,2025-08-20,f2fc0a29-b0e4-4fa9-99e6-e72ee32ef46a,2025-1,378,74,210,611,2025-08-20 16:37:44,452,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C01,T01A,1001,ARÁNDANO,MÁGICA,16,70,108,2025-08-18,6d071b4f-4a1b-4c5b-a75e-a947d79c05eb,2025-1,156,12,551,1528,2025-08-18 14:42:05,168,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1002,ARÁNDANO,MÁGICA,16,67,18,2025-08-18,7e24946f-a25a-43f4-99bd-cba8405b7456,2025-1,313,34,1132,2156,2025-08-18 14:11:32,347,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1002,ARÁNDANO,MÁGICA,30,76,36,2025-08-18,7e24946f-a25a-43f4-99bd-cba8405b7456,2025-1,75,30,591,1903,2025-08-18 15:51:15,105,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1003,ARÁNDANO,MÁGICA,30,79,90,2025-08-18,5578dd47-20f6-4b84-8243-a3fa76702169,2025-1,370,96,1424,3336,2025-08-18 17:04:14,466,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1004,ARÁNDANO,MÁGICA,16,61,18,2025-08-18,64d719ea-9508-40c8-9539-931b79f910a5,2025-1,298,56,756,1882,2025-08-18 13:01:21,354,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1004,ARÁNDANO,MÁGICA,30,82,36,2025-08-18,64d719ea-9508-40c8-9539-931b79f910a5,2025-1,129,28,521,2239,2025-08-18 17:51:29,157,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T01A,1004,ARÁNDANO,MÁGICA,44,85,54,2025-08-18,64d719ea-9508-40c8-9539-931b79f910a5,2025-1,271,66,1012,2804,2025-08-18 19:43:37,337,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T02A,1005,ARÁNDANO,MÁGICA,16,10,108,2025-08-20,2234adb0-b960-4973-ad0a-50aafa906b40,2025-1,78,3,647,3517,2025-08-20 15:10:15,81,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T02A,1005,ARÁNDANO,MÁGICA,44,31,72,2025-08-20,2234adb0-b960-4973-ad0a-50aafa906b40,2025-1,158,31,827,3099,2025-08-20 20:45:04,189,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T02A,1006,ARÁNDANO,MÁGICA,16,7,18,2025-08-20,eda1bbe9-65c8-416d-87cb-d61c6e699047,2025-1,115,20,768,2273,2025-08-20 14:29:53,135,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T02A,1007,ARÁNDANO,MÁGICA,16,4,108,2025-08-20,80fe0583-0ec2-4bd8-82f6-09958ae4284c,2025-1,71,8,508,2700,2025-08-20 13:49:02,79,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T02A,1008,ARÁNDANO,MÁGICA,16,1,18,2025-08-20,3697446a-7c8f-4df3-80d0-444bf99c676c,2025-1,200,31,816,2831,2025-08-20 13:05:33,231,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,34,C5,E02,C01,T04A,1014,ARÁNDANO,BELLA,115,7,18,2025-08-19,42bf629d-da79-4861-b2c0-eddc338e4739,2025-1,317,163,583,453,2025-08-19 17:12:20,480,invalid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C01,T04A,1014,ARÁNDANO,BELLA,149,31,54,2025-08-21,75486806-005e-41ca-8714-506f624ad90e,2025-1,364,135,372,142,2025-08-21 15:16:15,499,invalid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C01,T04A,1015,ARÁNDANO,BELLA,115,4,108,2025-08-19,5b1a8139-9920-41e8-9af6-1a4c83e27b7f,2025-1,232,76,362,507,2025-08-19 17:45:31,308,invalid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C01,T04A,1015,ARÁNDANO,BELLA,149,28,72,2025-08-21,7542f408-aa83-470e-b5ff-184950c18752,2025-1,597,199,1053,979,2025-08-21 14:29:21,796,invalid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C01,T04A,1016,ARÁNDANO,BELLA,132,22,36,2025-08-19,7e1b0c56-d84e-4be3-9e92-be9509c6cc80,2025-1,166,86,517,525,2025-08-19 19:35:27,252,valid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C01,T04A,1016,ARÁNDANO,BELLA,149,25,54,2025-08-21,018cf47e-94b3-4472-8c1f-564659971dc1,2025-1,192,50,332,196,2025-08-21 12:55:33,242,valid,invalid,valid,300.0,300.0,2000.0
2025,2025,34,C5,E02,C02,T03H,2011,ARÁNDANO,BIANCA,223,97,114,2025-08-18,4d4f5bd9-c488-462d-90e1-29158184975a,2025-1,42,0,276,310,2025-08-18 15:32:07,42,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C02,T04E,2013,ARÁNDANO,BIANCA,223,142,108,2025-08-18,80674979-f218-430f-9840-64fb5b1f2012,2025-1,206,0,466,410,2025-08-18 20:46:21,206,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C02,T04E,2014,ARÁNDANO,BIANCA,189,121,36,2025-08-19,bcf0147b-a680-4ccb-bf3d-dda6ab9928f3,2025-1,306,0,366,566,2025-08-19 14:51:06,306,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C02,T04E,2014,ARÁNDANO,BIANCA,206,139,24,2025-08-19,bcf0147b-a680-4ccb-bf3d-dda6ab9928f3,2025-1,46,0,232,521,2025-08-19 16:13:08,46,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C02,T04I,2015,ARÁNDANO,FCM14-057,148,1,38,2025-08-20,9bbf8baf-37dc-4cd6-af32-abf1f6bf7cbb,2025-1,206,0,622,988,2025-08-20 15:46:08,206,valid,invalid,valid,500.0,500.0,2000.0
2025,2025,34,C5,E02,C03,T01A,3001,ARÁNDANO,VENTURA,19,82,18,2025-08-18,64204d7a-52ea-4ae2-939a-dda280b0f492,2025-1,424,170,610,593,2025-08-18 15:11:19,594,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T01A,3002,ARÁNDANO,VENTURA,53,103,72,2025-08-18,dc13532f-03fa-4716-9142-4c11d1ed9fba,2025-1,355,104,130,15,2025-08-18 19:47:32,459,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T01A,3004,ARÁNDANO,VENTURA,53,97,97,2025-08-18,f8f140db-2a65-4f40-9a4f-d444a4ba1bf1,2025-1,32,8,406,38,2025-08-18 18:50:30,40,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T02A,3006,ARÁNDANO,VENTURA,53,31,72,2025-08-20,e1bb85c0-399a-4698-a693-e1925cb74b3f,2025-1,575,44,475,525,2025-08-20 19:19:41,619,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T02A,3007,ARÁNDANO,VENTURA,36,19,36,2025-08-20,84556cf2-690c-4005-9f74-a94926190be8,2025-1,146,20,715,487,2025-08-20 15:27:19,166,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T02A,3007,ARÁNDANO,VENTURA,53,28,54,2025-08-20,84556cf2-690c-4005-9f74-a94926190be8,2025-1,601,140,126,133,2025-08-20 20:00:27,741,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T02A,3008,ARÁNDANO,VENTURA,19,1,108,2025-08-20,e65419ca-d392-4a94-b71e-ee72ffc0165b,2025-1,403,63,347,153,2025-08-20 14:37:34,466,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T02A,3008,ARÁNDANO,VENTURA,53,25,72,2025-08-20,e65419ca-d392-4a94-b71e-ee72ffc0165b,2025-1,401,110,365,458,2025-08-20 17:21:57,511,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T03A,3009,ARÁNDANO,VENTURA,137,217,18,2025-08-19,0e00a8f0-280f-4810-a8dd-140857336bad,2025-1,967,230,695,291,2025-08-19 15:01:35,1197,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T03A,3010,ARÁNDANO,VENTURA,154,223,90,2025-08-19,66649aa6-ff37-403b-8f57-9ebbb2d83453,2025-1,441,40,882,508,2025-08-19 17:00:27,481,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T03A,3010,ARÁNDANO,VENTURA,171,238,72,2025-08-19,66649aa6-ff37-403b-8f57-9ebbb2d83453,2025-1,312,93,385,356,2025-08-19 20:51:30,405,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T03A,3011,ARÁNDANO,VENTURA,171,235,54,2025-08-19,36cdba2c-3834-474c-8e95-4912096b415b,2025-1,411,87,341,82,2025-08-19 20:19:21,498,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T03A,3012,ARÁNDANO,VENTURA,137,208,108,2025-08-18,b4d466e2-29fe-4d9b-af90-67a50be6b29c,2025-1,302,53,535,498,2025-08-18 20:47:12,355,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3013,ARÁNDANO,VENTURA,134,154,18,2025-08-20,fa300d61-37ec-4563-af4d-966f4daf297d,2025-1,425,36,409,153,2025-08-20 20:45:59,461,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3013,ARÁNDANO,VENTURA,154,157,36,2025-08-21,31f3a1c3-6549-43c7-8ec4-d746374ac556,2025-1,529,176,886,585,2025-08-21 16:38:06,705,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3014,ARÁNDANO,VENTURA,137,151,108,2025-08-21,e7ea523e-7aff-44d1-af5d-d68946f1220f,2025-1,879,166,501,1423,2025-08-21 15:59:51,1045,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3014,ARÁNDANO,VENTURA,154,160,90,2025-08-21,e7ea523e-7aff-44d1-af5d-d68946f1220f,2025-1,345,69,438,242,2025-08-21 16:58:37,414,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3015,ARÁNDANO,VENTURA,137,148,18,2025-08-21,0ce14870-142d-4471-8d2a-825505d22b89,2025-1,332,56,631,90,2025-08-21 15:05:54,388,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3015,ARÁNDANO,VENTURA,154,163,36,2025-08-21,0ce14870-142d-4471-8d2a-825505d22b89,2025-1,245,10,620,428,2025-08-21 17:28:13,255,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3016,ARÁNDANO,VENTURA,137,145,108,2025-08-21,23f30792-ec19-4469-b139-be8b70cdb39b,2025-1,372,166,582,154,2025-08-21 14:21:07,538,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C03,T04A,3016,ARÁNDANO,VENTURA,154,166,90,2025-08-21,23f30792-ec19-4469-b139-be8b70cdb39b,2025-1,512,89,1216,994,2025-08-21 18:01:09,601,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C04,T04B,4009,ARÁNDANO,BIANCA,155,22,201,2025-08-19,f8b575eb-2fca-48b3-a1c9-7c276c8fec6a,2025-1,41,12,315,322,2025-08-19 19:56:39,53,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T04B,4009,ARÁNDANO,BIANCA,172,25,161,2025-08-20,bf50678a-fa48-4d0a-b619-1aafe90dfd9d,2025-1,122,37,267,159,2025-08-20 15:20:48,159,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T04B,4010,ARÁNDANO,BIANCA,155,19,81,2025-08-19,338235fc-ff7c-4a35-9370-74ede6d201e8,2025-1,99,29,224,349,2025-08-19 20:18:38,128,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T04B,4010,ARÁNDANO,BIANCA,172,28,121,2025-08-20,50fc6181-0ca5-4edb-804a-a99513589ae0,2025-1,121,30,215,198,2025-08-20 14:46:57,151,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4017,ARÁNDANO,BIANCA,206,49,81,2025-08-20,d5604dcb-20fb-4894-b2cb-82085cca16d5,2025-1,196,85,142,148,2025-08-20 18:12:43,281,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4017,ARÁNDANO,BIANCA,223,70,41,2025-08-20,d5604dcb-20fb-4894-b2cb-82085cca16d5,2025-1,156,79,292,214,2025-08-20 19:02:31,235,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4018,ARÁNDANO,BIANCA,206,52,201,2025-08-20,aae3dfac-1fb9-4198-8f6f-d19cf243b0ab,2025-1,117,43,226,366,2025-08-20 18:35:24,160,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4018,ARÁNDANO,BIANCA,223,67,241,2025-08-20,aae3dfac-1fb9-4198-8f6f-d19cf243b0ab,2025-1,98,107,213,300,2025-08-20 19:24:28,205,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4019,ARÁNDANO,BIANCA,189,40,161,2025-08-20,8970b556-095c-4ee0-b7c4-ea3f0e57d413,2025-1,203,86,439,177,2025-08-20 16:47:12,289,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4020,ARÁNDANO,BIANCA,189,37,161,2025-08-20,8c5610b8-1796-4328-bb77-51e1e92c94de,2025-1,208,66,108,166,2025-08-20 17:18:33,274,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C04,T05A,4020,ARÁNDANO,BIANCA,223,61,241,2025-08-20,8c5610b8-1796-4328-bb77-51e1e92c94de,2025-1,195,103,79,215,2025-08-20 19:58:55,298,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E02,C05,T01A,5003,ARÁNDANO,VENTURA,53,97,54,2025-08-18,4b181a80-2be9-4f1a-bedf-186a2f1da4d0,2025-1,576,29,599,660,2025-08-18 19:23:34,605,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T01A,5004,ARÁNDANO,VENTURA,19,73,108,2025-08-18,9dd187dc-06ec-4762-b00c-80c82b7e8db5,2025-1,906,2,1126,525,2025-08-18 13:57:20,908,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T01A,5004,ARÁNDANO,VENTURA,36,91,90,2025-08-18,9dd187dc-06ec-4762-b00c-80c82b7e8db5,2025-1,465,3,301,175,2025-08-18 17:31:43,468,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T01A,5004,ARÁNDANO,VENTURA,53,94,72,2025-08-18,9dd187dc-06ec-4762-b00c-80c82b7e8db5,2025-1,364,33,782,1078,2025-08-18 20:24:12,397,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5005,ARÁNDANO,VENTURA,19,10,18,2025-08-18,8ea26a69-e47a-4801-b521-dd2461208c62,2025-1,340,13,567,1199,2025-08-18 21:00:48,353,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5006,ARÁNDANO,VENTURA,19,7,108,2025-08-21,76ab6f31-2f65-46bb-83b9-425c38606831,2025-1,395,122,379,214,2025-08-21 13:56:02,517,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5006,ARÁNDANO,VENTURA,36,16,90,2025-08-21,7bbe9dca-2cb1-4ed1-8494-e92c8294e69a,2025-1,443,47,834,1238,2025-08-21 17:49:20,490,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5007,ARÁNDANO,VENTURA,36,19,36,2025-08-21,d956eeda-4a60-48c2-91d6-dd1c5651dc44,2025-1,298,48,507,377,2025-08-21 17:13:19,346,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5008,ARÁNDANO,VENTURA,36,22,90,2025-08-21,0f2dea19-da76-4389-95c9-8e2c6a44e002,2025-1,349,73,268,133,2025-08-21 16:15:29,422,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T02A,5008,ARÁNDANO,VENTURA,53,25,72,2025-08-21,0f2dea19-da76-4389-95c9-8e2c6a44e002,2025-1,572,141,368,103,2025-08-21 17:58:29,713,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T03A,5011,ARÁNDANO,VENTURA,137,142,18,2025-08-19,fe5111f8-8f89-499e-9f17-c8f94a0caba2,2025-1,461,38,754,982,2025-08-19 20:55:07,499,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5014,ARÁNDANO,VENTURA,137,160,108,2025-08-20,f4b293f4-f3a7-4e59-9757-c3376397a59c,2025-1,824,81,687,395,2025-08-20 16:18:25,905,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5014,ARÁNDANO,VENTURA,171,178,73,2025-08-21,e4aa6ea3-fc44-4253-bf4a-fd336131daf9,2025-1,235,84,668,1336,2025-08-21 13:31:31,319,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5015,ARÁNDANO,VENTURA,154,172,36,2025-08-20,b8c4cd0e-ed89-4845-a3d5-3824f0fc83dc,2025-1,417,119,102,59,2025-08-20 19:28:12,536,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5015,ARÁNDANO,VENTURA,171,181,54,2025-08-21,2ace6383-e932-452e-8e92-ded88371005d,2025-1,377,83,243,349,2025-08-21 14:50:48,460,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5016,ARÁNDANO,VENTURA,137,166,108,2025-08-20,98e66fb6-d922-43c6-8e5d-c8ffee98c105,2025-1,756,42,773,822,2025-08-20 18:00:08,798,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E02,C05,T04A,5016,ARÁNDANO,VENTURA,154,169,90,2025-08-20,98e66fb6-d922-43c6-8e5d-c8ffee98c105,2025-1,776,172,299,165,2025-08-20 20:17:09,948,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C01,T02A,1005,ARÁNDANO,VENTURA,34,13,40,2025-08-18,618eceec-fc12-46c4-bd85-e847a80f9c56,2025-1,458,125,366,1563,2025-08-18 20:54:12,583,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C02,T01A,2003,ARÁNDANO,VENTURA,19,7,20,2025-08-18,6e428074-76c7-4f38-9159-627e420614fc,2025-1,401,25,178,50,2025-08-18 15:39:25,426,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C02,T01A,2004,ARÁNDANO,VENTURA,19,10,120,2025-08-18,45430006-19d6-49e5-88f9-3e2901a2dc72,2025-1,296,138,361,276,2025-08-18 16:29:14,434,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C02,T02A,2005,ARÁNDANO,VENTURA,36,94,44,2025-08-20,1bfeaffb-7117-4966-9e90-632b51bb1629,2025-1,619,68,888,674,2025-08-20 18:26:09,687,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C02,T02A,2007,ARÁNDANO,VENTURA,19,79,22,2025-08-20,cc6d3961-5bef-44db-a3b0-31037d5ec473,2025-1,417,5,228,112,2025-08-20 14:30:14,422,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C02,T03A,2011,ARÁNDANO,VENTURA,155,154,100,2025-08-18,4b977c5f-9fb9-44e8-9ca8-f95dd84b8839,2025-1,537,85,640,1014,2025-08-18 20:51:54,622,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C03,T01A,3001,ARÁNDANO,VENTURA,34,22,40,2025-08-19,fe9c0c8f-aba9-4589-9e08-19ee2cefa1c5,2025-1,431,89,683,625,2025-08-19 20:43:14,520,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C03,T01A,3003,ARÁNDANO,VENTURA,17,7,20,2025-08-19,f8408db7-73f9-4811-80ae-6ec18cd0df68,2025-1,453,42,1260,1316,2025-08-19 18:18:29,495,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C03,T04A,3014,ARÁNDANO,VENTURA,136,79,120,2025-08-19,ea818ed2-c7d4-49ce-b95a-654c6ff3eb1a,2025-1,448,91,560,257,2025-08-19 13:17:36,539,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C03,T04A,3015,ARÁNDANO,VENTURA,136,76,20,2025-08-19,7dcbb9b5-9816-476f-8b2f-ba19719f205d,2025-1,528,138,542,306,2025-08-19 14:18:11,666,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C03,T04A,3015,ARÁNDANO,VENTURA,155,91,40,2025-08-19,7dcbb9b5-9816-476f-8b2f-ba19719f205d,2025-1,577,165,239,346,2025-08-19 16:16:42,742,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T01A,5001,ARÁNDANO,VENTURA,17,82,20,2025-08-21,74b21a18-cee4-4b4d-b90e-84484e01585d,2025-1,701,189,395,549,2025-08-21 13:59:55,890,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T01A,5002,ARÁNDANO,VENTURA,17,79,120,2025-08-21,512e7a59-2845-4a5d-9807-39d26b1d277f,2025-1,402,112,163,235,2025-08-21 14:56:26,514,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T01A,5002,ARÁNDANO,VENTURA,34,88,40,2025-08-21,512e7a59-2845-4a5d-9807-39d26b1d277f,2025-1,90,10,438,825,2025-08-21 18:06:41,100,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T03A,5010,ARÁNDANO,VENTURA,135,223,120,2025-08-21,1e3f2c0e-c092-44cb-9873-b85cd1bb63f0,2025-1,426,241,708,582,2025-08-21 14:40:21,667,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T04A,5014,ARÁNDANO,VENTURA,152,160,100,2025-08-19,0a4b8da1-5e93-498c-92bd-69ed71677d50,2025-1,300,204,110,46,2025-08-19 20:46:19,504,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C05,T04A,5015,ARÁNDANO,VENTURA,152,163,40,2025-08-19,45c72394-fd11-4743-aee7-ff0ce1a1c8a9,2025-1,558,400,400,321,2025-08-19 18:40:20,958,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,34,C5,E03,C06,T02A,6009,ARÁNDANO,ATLAS,52,25,60,2025-08-19,269a208b-308c-4a02-9297-c30c7432c594,2025-1,181,62,241,1607,2025-08-19 17:11:13,243,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E03,C06,T02A,6010,ARÁNDANO,ATLAS,36,19,100,2025-08-19,f7dbe534-8307-441d-8c3b-47ca86753b3c,2025-1,140,28,225,736,2025-08-19 15:54:41,168,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C5,E03,C06,T03A,6016,ARÁNDANO,BIANCA,85,1,104,2025-08-18,ec50546d-dc28-475f-a2a4-012b5e8a1e3b,2025-1,227,37,482,1439,2025-08-18 16:57:12,264,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,34,C6,E04,C01,T01A,1003,ARÁNDANO,ATLAS,36,163,40,2025-08-18,870414c0-50e8-4926-857e-09d111c8831f,2025-1,233,25,111,72,2025-08-18 15:12:39,258,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,34,C6,E04,C01,T02A,1006,ARÁNDANO,ATLAS,36,232,100,2025-08-19,d1093859-e38e-44c2-947d-9556e57047fa,2025-1,92,10,252,363,2025-08-19 15:28:02,102,valid,invalid,valid,200.0,200.0,2000.0
